,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
0,1.5966665585494804,1.0500117022271716,-0.017785546382772924,0.731425142853986,-0.3683268571319258,-0.7150532365781527,-0.28731253072159524,-0.9987251380389442
1,1.5815352640099456,1.0766132687763912,1.043460381107577,0.16929959212979798,-1.8191709851727935,1.3884573974581358,0.1255837469432699,-0.5038431622263744
2,2.015456265790061,1.4085176015888303,0.245065236543263,-1.5354581433376122,0.6276995909332961,-0.45716338109141075,-0.052855505623950985,-0.6470936388898355
3,3.0593715532275136,0.6528199330030455,0.5786510534361541,0.7633274527440898,-0.9121948682013918,1.0481451180130845,-0.03564801394602485,1.2547339666261141
4,-1.9858308031462075,-0.9384763520679313,0.25652778924524994,-0.3929158291586718,-0.016521896457769462,2.0128794698398353,-0.6332787184341258,-0.594782861335979
5,-0.5942108428926446,-3.653654341426667,0.6868651458684044,-1.3233665196313225,-0.5223500651045399,-0.21797970871377928,-0.1628019967875862,0.3998723969229856
6,-2.262003986997227,-0.5738284336905658,1.6191548904097564,-0.5834188540661442,0.7023898965789344,1.586685970283757,-0.3939657274079526,-0.09321017769430573
7,-1.0258921788218909,-0.906588101590679,0.8639347339034631,-0.44229713332910253,-0.9861053020806411,0.9417511158867724,-1.7952517702792727,-0.48591789145240266
8,-1.4325523305112247,-1.172204962916188,0.45508545880746376,-0.3184029364427989,-0.23526999509194735,1.2577613378405534,-0.24882730303392053,-0.34815111818744376
9,-1.0690743650400958,-1.9671775483007015,0.25955081614483877,0.17352064392947947,-0.8842139294652764,-0.6405258388356231,0.3012646918715215,0.38444527392405203
10,-2.2663036734660245,-0.2710122207083311,0.4628199493677298,0.6081481385096258,-0.7466250297715353,1.240426404674808,-0.3166747639958324,-0.252053262595702
11,-1.5291982024966095,-0.8088588981896381,0.021380877992105727,1.313874407736094,-0.3093228809255483,-0.2108535142931642,0.042024085234699686,-0.23220981114522163
12,-0.19527097117394082,-0.14447620681966614,1.3446302321963601,-1.104529176602083,-1.0764152805558427,2.582109505539692,1.3372524686342289,0.4274992639866356
13,1.3378423885747608,0.2345088032459505,4.031315849133784,-0.10489838615320032,-1.2428061014125416,3.970747820265597,0.6042895086199421,0.31439197394420926
14,-2.109154927094878,-0.3537213211750692,1.544011253855588,-0.14906799955694452,0.4624569972484158,0.6569693015099686,0.07040852824692295,-0.33716243244141125
15,-1.3507036884880679,-1.2294202732348025,0.5381418323759404,-0.5159068817131442,-0.7678436545639807,0.6506408412808685,-0.569499938974624,0.19744545884777281
16,-1.1479624351536635,-2.43586853584587,0.38490676117066625,-0.7846017073769203,-0.029191981366539024,0.7968745301567405,-0.7649109709613221,0.933721195847352
17,-1.600815125592165,-0.08497560647075388,2.4946707544019953,-0.9592665568059946,1.3936703151841099,1.8561607108289213,0.17590814587931478,-0.4937226959762329
18,0.06317112256092852,0.7170252296722386,-1.7043501543544528,0.25401632124763157,0.42457492403201663,-0.162779991984472,0.6218288816071633,0.12152551888515684
19,-0.9940119939508627,1.1955594321046963,-1.1261003126424292,-0.015536624108156762,0.07280235124417293,0.08984365639049889,0.6577655095965804,0.32058400696211226
20,-0.10928981134606762,-1.399277906212896,-0.6021831009676794,1.109260132635641,0.6620303998694725,0.026184343336420456,-0.2347667571629441,0.19803456267519376
21,-0.9553336185951801,-1.0502764449240063,-0.057418091109317386,1.6746510410580449,0.03011636972677824,-0.17610951365312796,0.11625918039531996,-0.29958946986685914
